id_ip,group,group_class
1548810,end-device,wifi client
1548813,server,
1548816,end-device,workstation
1548821,end-device,wifi client
1548824,end-device,workstation
1548855,server,vpn server
1548872,end-device,workstation
1548901,end-device,workstation
1548907,end-device,
1548933,net-device,core router
1548936,end-device,workstation
1548943,end-device,
1548949,end-device,workstation
1548951,server,vpn server
1548966,end-device,workstation
1548978,end-device,workstation
1548998,end-device,
1549007,end-device,
1549015,end-device,workstation
1549017,end-device,workstation
1549023,end-device,workstation
1549033,end-device,workstation
1549036,end-device,workstation
1549082,server,
1549083,end-device,
1549089,end-device,workstation
1549098,end-device,workstation
1549105,server,vpn server
1549117,end-device,
1549123,end-device,
1549129,end-device,workstation
1549156,end-device,wifi client
1549157,end-device,workstation
1549158,end-device,wifi client
1549160,server,vpn server
1549167,end-device,workstation
1549170,end-device,
1549171,end-device,
1549177,end-device,
1549191,end-device,workstation
1549198,end-device,workstation
1549202,end-device,
1549210,end-device,workstation
1549224,end-device,workstation
1549235,end-device,workstation
1549237,end-device,
1549246,end-device,wifi client
1549277,end-device,
1549289,end-device,workstation
1549293,server,vpn server
1549317,end-device,workstation
1549320,end-device,workstation
1549339,end-device,workstation
1549342,end-device,
1549355,server,vpn server
1549357,net-device,core router
1549363,end-device,workstation
1549396,server,
1549400,end-device,workstation
1549415,end-device,
1549422,server,vpn server
1549426,end-device,
1549437,end-device,workstation
1549464,end-device,workstation
1549472,end-device,
1549476,server,mail server
1549500,end-device,
1549522,server,
1549551,end-device,
1549554,end-device,workstation
1549572,end-device,
1549580,end-device,workstation
1549599,net-device,core router
1549612,server,
1549622,end-device,
1549658,end-device,
1549661,end-device,workstation
1549662,end-device,workstation
1549668,end-device,workstation
1549676,end-device,workstation
1549680,end-device,
1549686,end-device,workstation
1549698,end-device,workstation
1549712,end-device,
1549730,net-device,core router
1549745,end-device,
1549787,end-device,
1549789,end-device,
1549798,end-device,
1549824,end-device,
1549828,end-device,
1549830,end-device,
1549859,end-device,
1549874,end-device,workstation
1549924,end-device,workstation
1549931,end-device,wifi client
1549932,end-device,
1549944,end-device,workstation
1549966,end-device,workstation
1549969,end-device,wifi client
1549983,end-device,
1549985,end-device,workstation
1549997,end-device,
1549998,end-device,
1550001,end-device,workstation
1550005,end-device,workstation
1550016,end-device,workstation
1550059,end-device,
1550062,end-device,workstation
1550073,end-device,workstation
1550082,end-device,workstation
1550093,end-device,workstation
1550103,end-device,workstation
1550112,end-device,workstation
1550118,end-device,wifi client
1550130,end-device,wifi client
1550139,end-device,workstation
1550163,server,
1550169,end-device,
1550178,end-device,
1550190,end-device,
1550206,end-device,workstation
1550228,end-device,workstation
1550237,end-device,workstation
1550260,end-device,
1550295,end-device,wifi client
1550300,server,vpn server
1550301,end-device,
1550303,end-device,
1550342,end-device,
1550371,end-device,workstation
1550383,end-device,workstation
1550384,end-device,wifi client
1550386,end-device,wifi client
1550407,end-device,workstation
1550414,end-device,workstation
1550421,server,vpn server
1550428,end-device,workstation
1550476,end-device,workstation
1550477,end-device,
1550496,end-device,wifi client
1550520,end-device,voip
1550532,end-device,workstation
1550534,end-device,workstation
1550543,end-device,workstation
1550557,end-device,
1550568,end-device,workstation
1550569,end-device,
1550573,end-device,
1550575,end-device,
1550589,end-device,
1550594,end-device,
1550598,end-device,
1550608,end-device,workstation
1550610,end-device,workstation
1550630,end-device,workstation
1550641,end-device,wifi client
1550652,end-device,
1550666,end-device,workstation
1550675,end-device,wifi client
1550676,end-device,wifi client
1550690,end-device,
1550691,end-device,workstation
1550708,end-device,workstation
1550728,end-device,workstation
1550735,end-device,workstation
1550739,end-device,workstation
1550801,end-device,
1550813,end-device,workstation
1550832,end-device,ip camera
1550865,end-device,workstation
1550870,end-device,
1550873,end-device,workstation
1550876,end-device,workstation
1550898,end-device,workstation
1550899,end-device,workstation
1550901,end-device,workstation
1550904,end-device,
1550917,end-device,workstation
1550958,end-device,workstation
1551025,server,web server
1551031,end-device,
1551035,server,vpn server
1551060,end-device,
1551095,end-device,workstation
1551099,net-device,wifi router
1551119,net-device,core router
1551129,end-device,wifi client
1551140,end-device,wifi client
1551176,end-device,workstation
1551177,end-device,
1551179,end-device,
1551184,end-device,workstation
1551196,end-device,workstation
1551203,end-device,
1551204,end-device,voip
1551217,end-device,workstation
1551277,end-device,workstation
1551302,server,vpn server
1551303,end-device,workstation
1551307,end-device,workstation
1551318,end-device,workstation
1551348,end-device,workstation
1551400,end-device,
1551412,end-device,wifi client
1551437,end-device,workstation
1551445,end-device,workstation
1551449,end-device,
1551450,end-device,workstation
1551452,end-device,workstation
1551454,end-device,
1551455,end-device,workstation
1551475,end-device,
1551501,end-device,workstation
1551531,end-device,
1551532,end-device,workstation
1551547,end-device,workstation
1551563,end-device,workstation
1551564,end-device,workstation
1551586,end-device,workstation
1551594,end-device,
1551612,end-device,
1551617,end-device,
1551622,end-device,
1551637,end-device,workstation
1551651,end-device,workstation
1551654,end-device,wifi client
1551660,end-device,workstation
1551666,net-device,core router
1551671,end-device,
1551674,end-device,wifi client
1551678,end-device,
1551683,end-device,
1551687,end-device,workstation
1551690,end-device,workstation
1551698,end-device,wifi client
1551701,end-device,workstation
1551703,end-device,workstation
1551738,end-device,
1551751,end-device,workstation
1551757,end-device,workstation
1551760,end-device,
1551767,server,vpn server
1551830,end-device,wifi client
1551848,end-device,wifi client
1551874,end-device,
1551894,server,vpn server
1551923,end-device,workstation
1551953,end-device,workstation
1551974,end-device,workstation
1551981,end-device,workstation
1551984,end-device,workstation
1551986,end-device,workstation
1551989,end-device,
1551996,server,vpn server
1552021,end-device,wifi client
1552095,end-device,workstation
1552109,end-device,workstation
1552117,end-device,workstation
1552119,end-device,wifi client
1552134,end-device,workstation
1552139,end-device,workstation
1552152,end-device,workstation
1552169,end-device,workstation
1552186,end-device,workstation
1552188,end-device,workstation
1552192,end-device,workstation
1552195,end-device,
1552196,end-device,workstation
1552200,end-device,
1552208,end-device,
1552216,end-device,
1552224,end-device,workstation
1552252,end-device,
1552266,end-device,
1552276,end-device,
1552328,end-device,
1552342,end-device,
1552345,end-device,workstation
1552348,end-device,workstation
1552361,end-device,workstation
1552363,end-device,workstation
1552369,end-device,workstation
1552371,end-device,workstation
1552381,end-device,workstation
1552407,end-device,
1552412,end-device,workstation
1552437,end-device,wifi client
1552445,end-device,wifi client
1552474,end-device,
1552481,end-device,
1552500,end-device,workstation
1552502,end-device,
1552533,server,vpn server
1552541,server,vpn server
1552562,end-device,
1552572,end-device,
1552598,server,vpn server
1552608,end-device,workstation
1552609,end-device,workstation
1552618,net-device,core router
1552652,end-device,workstation
1552695,end-device,
1552701,end-device,workstation
1552713,end-device,workstation
1552717,end-device,
1552720,end-device,
1552723,server,vpn server
1552731,end-device,
1552734,end-device,workstation
1552746,end-device,wifi client
1552747,server,cloud
1552756,end-device,
1552769,end-device,workstation
1552771,server,vpn server
1552772,end-device,wifi client
1552775,end-device,workstation
1552809,end-device,
1552812,server,vpn server
1552819,server,vpn server
1552823,server,vpn server
1552831,end-device,
1552854,end-device,workstation
1552856,end-device,
1552858,server,vpn server
1552861,end-device,
1552882,end-device,workstation
1552899,end-device,workstation
1552900,end-device,wifi client
1552902,net-device,core router
1552907,end-device,workstation
1552911,net-device,core router
1552935,end-device,wifi client
1552939,end-device,
1552941,end-device,workstation
1552968,end-device,
1552973,end-device,
1552996,end-device,workstation
1553003,end-device,
1553011,end-device,workstation
1553030,end-device,
1553055,end-device,workstation
1553105,end-device,
1553120,end-device,
1553133,end-device,
1553136,end-device,
1553150,end-device,workstation
1553156,end-device,workstation
1553184,end-device,workstation
1553199,end-device,workstation
1553202,end-device,workstation
1553208,end-device,wifi client
1553214,end-device,
1553219,end-device,workstation
1553231,end-device,
1553246,end-device,workstation
1553263,end-device,ip camera
1553271,end-device,
1553281,end-device,workstation
1553283,end-device,
1553319,end-device,
1553352,end-device,
1553359,end-device,workstation
1553375,end-device,
1553391,end-device,workstation
1553394,end-device,workstation
1553432,end-device,
1553454,end-device,wifi client
1553456,end-device,
1553485,end-device,
1553500,end-device,workstation
1553528,end-device,
1553541,end-device,
1553550,end-device,
1553571,end-device,
1553576,end-device,
1553590,net-device,core router
1553594,end-device,workstation
1553598,server,vpn server
1553600,end-device,workstation
1553620,end-device,
1553656,end-device,
1553713,end-device,
1553748,end-device,workstation
1553751,end-device,
1553769,end-device,
1553791,end-device,
1553803,end-device,
1553816,end-device,
1553881,end-device,
1553887,end-device,workstation
1553920,end-device,ip camera
1553927,server,
1553931,end-device,workstation
1553951,end-device,workstation
1553975,end-device,workstation
1553982,end-device,ip camera
1554043,end-device,
1554052,end-device,workstation
1554054,end-device,wifi client
1554057,end-device,workstation
1554060,end-device,workstation
1554129,end-device,workstation
1554135,end-device,workstation
1554136,end-device,voip
1554149,end-device,workstation
1554159,end-device,workstation
1554163,end-device,workstation
1554164,end-device,workstation
1554168,end-device,wifi client
